"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000194248","UBMEPlate","UBMPPLATE","drawing","180BSL","Active","Marker Packaging",,"Direct Bumping option using Electroplating.","Yes","DM-000013;DM-000456",,"Drawn",,,,"185","0",,,,,43,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194289","LDMOS_XTOR","LDMOS_XTOR","drawing","180BSL","Active","Design Utility",,"To indicate LDMOS device for layout, Layer generation, LVS check, DRC.","Yes","DM-000013;DM-000456",,"Drawn",,,,"226","0",,,,,48,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194305","Schottky_diode","SCHOTTKYDIO","drawing","180BSL","Active","Marker Devices",,"Define Schottky diode area.","Yes","DM-000013;DM-000456",,"Drawn",,,,"241","0",,,,,50,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194297","HALL_MK2","HALL_MK2","drawing","180BSL","Active","Design Utility",,"Hall device option 2 (233,39).","Yes","DM-000013;DM-000456",,"Drawn",,,,"233","39",,,,,147,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194299","HALL_IMP","HALL_IMP","drawing","180BSL","Active","Design Utility",,"Separation implant to tune hall device performance (234,39).","Yes","DM-000013;DM-000456",,"Drawn",,,,"234","39",,,,,148,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194246","UBMPPeri","UBMPPERI","drawing","180BSL","Active","Marker Packaging",,"Direct Bumping option using peripheral printing.","Yes","DM-000013;DM-000456",,"Drawn",,,,"183","0",,,,,41,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194208","DV2_D","DV2_D","drawing","180BSL","Active","Common Design FEOL",,"Drawn layer to identify medium gate Oxide area.","Yes","DM-000013;DM-000456",,"Drawn",,,,"144","1",,,,,36,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194110","MetalTop_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with MetalTop layer.","No","DM-000456",,"Drawn",,,,"53","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194172","FuseWindow_D","NIL","NIL","180BSL","Active","Design Utility",,"Drawn layer for Metal Fuse window.","No","DM-000456",,"Drawn",,,,"96","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194150","Metal5_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Metal5 layer.","No","DM-000456",,"Drawn",,,,"81","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194089","Metal4_Label","MET4","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Metal4 layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"46","10",,,,,189,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193932","NAT","NAT","drawing","180BSL","Active","Marker Devices",,"Mark layer for memory cell transistor (MC CG) and high voltage native NMOS.","Yes","DM-000013;DM-000456",,"Drawn",,,,"5","0",,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193941","MVPSD","MVPSD","drawing","180BSL","Active","Design Utility",,"MVLDPMOS Drain.","Yes","DM-000013;DM-000456",,"Drawn",,,,"11","39",,,,,2,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193791","Metal2","MET2","drawing","180BSL","Active","Common Design BEOL",,"Metal 2 interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"36","0",,,,,185,-1,,,,,,,,,,,,"88",,,,,,,,,,,,
"LV-0000193788","Metal1","MET1","drawing","180BSL","Active","Common Design BEOL",,"Metal 1 interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"34","0",,,,,183,-1,,,,,,,,,,,,"80",,,,,,,,,,,,
"LV-0000193789","Via1","VIA1","drawing","180BSL","Active","Common Design BEOL",,"Metal 2 to metal 1 contact.","Yes","DM-000013;DM-000456",,"Mask",,,,"35","0",,,,,184,-1,,,,,,,,,,,,"85",,,,,,,,,,,,
"LV-0000193793","Pad","PAD","drawing","180BSL","Active","Common Design BEOL",,"Bond pad opening.","Yes","DM-000013;DM-000456",,"Mask",,,,"37","0",,,,,12,-1,,,,,,,,,,,,"95",,,,,,,,,,,,
"LV-0000193794","Via2","VIA2","drawing","180BSL","Active","Common Design BEOL",,"Metal 3 to metal 2 contact.","Yes","DM-000013;DM-000456",,"Mask",,,,"38","0",,,,,186,-1,,,,,,,,,,,,"91",,,,,,,,,,,,
"LV-0000193802","Metal3","MET3","drawing","180BSL","Active","Common Design BEOL",,"Metal 3 interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"42","0",,,,,187,-1,,,,,,,,,,,,"93",,,,,,,,,,,,
"LV-0000193798","Via3","VIA3","drawing","180BSL","Active","Common Design BEOL",,"Metal 4 to metal 3 contact.","Yes","DM-000013;DM-000456",,"Mask",,,,"40","0",,,,,188,-1,,,,,,,,,,,,"94",,,,,,,,,,,,
"LV-0000193800","Via4","VIA4","drawing","180BSL","Active","Common Design BEOL",,"Metal 5 to metal 4 contact.","Yes","DM-000013;DM-000456",,"Mask",,,,"41","0",,,,,190,-1,,,,,,,,,,,,"97",,,,,,,,,,,,
"LV-0000193787","Contact","CNT","drawing","180BSL","Active","Common Design BEOL",,"Contact connects either Poly or COMP to Metal1.","Yes","DM-000013;DM-000456",,"Mask",,,,"33","0",,,,,11,-1,,,,,,,,,,,,"75",,,,,,,,,,,,
"LV-0000193786","Nplus","NPLUS","drawing","180BSL","Active","Common Design FEOL",,"Defines the source/drain implant region of NMOS, Nwell tap, and the contact areas of the high sheet rho poly1 resistor.","Yes","DM-000013;DM-000456",,"Mask",,,,"32","0",,,,,10,-1,,,,,,,,,,,,"65",,,,,,,,,,,,
"LV-0000193774","Nwell","NWELL","drawing","180BSL","Active","Common Design FEOL",,"P channel device substrate.","Yes","DM-000013;DM-000456",,"Mask",,,,"21","0",,,,,5,-1,,,,,,,,,,,,"05",,,,,,,,,,,,
"LV-0000193760","Trench","Trench","drawing","180BSL","Active","Common Design FEOL",,"Defines Deep Trench for NPN isolation.","Yes","DM-000013;DM-000456",,"Mask",,,,"6","0",,,,,132,-1,,,,,,,,,,,,"12",,,,,,,,,,,,
"LV-0000193764","DNWELL","DNWELL","drawing","180BSL","Active","Common Design FEOL",,"Deep Nwell.","Yes","DM-000013;DM-000456",,"Mask",,,,"12","0",,,,,3,-1,,,,,,,,,,,,"06",,,,,,,,,,,,
"LV-0000193775","COMP","COMP","drawing","180BSL","Active","Common Design FEOL",,"MOSFET S/D regions, gate area, diffused diodes, resistors and interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"22","0",,,,,6,-1,,,,,,,,,,,,"10",,,,,,,,,,,,
"LV-0000193778","ESD","ESD","drawing","180BSL","Active","Marker ESD",,"Extra N-type Implant for ESD Transistor and Diode.","Yes","DM-000013;DM-000456",,"Mask",,,,"24","0",,,,,7,-1,,,,,,,,,,,,"67",,,,,,,,,,,,
"LV-0000193785","Pplus","PPLUS","drawing","180BSL","Active","Common Design FEOL",,"Defines the source/drain implant region of PMOS and Pwell tap.","Yes","DM-000013;DM-000456",,"Mask",,,,"31","0",,,,,9,-1,,,,,,,,,,,,"70",,,,,,,,,,,,
"LV-0000193779","DEPL","NIL","NIL","180BSL","Active","Common Design FEOL",,"Depletion implant area.","No","DM-000456",,"Mask",,,,"25","0",,,,,,,,,,,,,,,,,,"25",,,,,,,,,,,,
"LV-0000193784","Poly2","POLY2","drawing","180BSL","Active","Common Design FEOL",,"Poly 2 gate, interconnect and top plate of ONO capacitor.","Yes","DM-000013;DM-000456",,"Mask",,,,"30","0",,,,,8,-1,,,,,,,,,,,,"60",,,,,,,,,,,,
"LV-0000193806","PWHV","PWHV","drawing","180BSL","Active","Common Design FEOL",,"Define High Voltage WELL Area.","Yes","DM-000013;DM-000456",,"Mask",,,,"44","0",,,,,69,-1,,,,,,,,,,,,"04",,,,,,,,,,,,
"LV-0000193814","SAB","SAB","drawing","180BSL","Active","Design Utility",,"Defines un-salicided poly and active regions.","Yes","DM-000013;DM-000456",,"Mask",,,,"49","0",,,,,13,-1,,,,,,,,,,,,"68",,,,,,,,,,,,
"LV-0000193810","Metal4","MET4","drawing","180BSL","Active","Common Design BEOL",,"Metal 4 interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"46","0",,,,,189,-1,,,,,,,,,,,,"96",,,,,,,,,,,,
"LV-0000193891","PNPBase","PNPBase","drawing","180BSL","Active","Marker Enablement",,"PNPBase layer.","Yes","DM-000013;DM-000456",,"Mask",,,,"191","0",,,,,130,-1,,,,,,,,,,,,"5E",,,,,,,,,,,,
"LV-0000193885","ZENER","NIL","NIL","180BSL","Active","Marker Devices",,"ZENER layer.","No","DM-000456",,"Mask",,,,"178","0",,,,,,,,,,,,,,,,,,"2C",,,,,,,,,,,,
"LV-0000193886","DVNwell","DVNWELL","drawing","180BSL","Active","Design Utility",,"For Isolated High voltage NMOS (Deep Nwell for HV_NMOS isolation).","Yes","DM-000013;DM-000456",,"Mask",,,,"181","0",,,,,71,-1,,,,,,,,,,,,"1G",,,,,,,,,,,,
"LV-0000193895","HVPDDD","HVPDDD","drawing","180BSL","Active","Common Design FEOL",,"Double-diffused drain implant in P-region.","Yes","DM-000013;DM-000456",,"Mask",,,,"197","0",,,,,58,-1,,,,,,,,,,,,"2D",,,,,,,,,,,,
"LV-0000193899","HVNDDD","NIL","NIL","180BSL","Active","Common Design FEOL",,"Double-diffused drain implant in N-region.","No","DM-000456",,"Mask",,,,"202","0",,,,,,,,,,,,,,,,,,"1K",,,,,,,,,,,,
"LV-0000193909","FuseTop2","NIL","NIL","180BSL","Active","Design Utility",,"Top plate of 2nd MIM which beneath normal MIM.","No","DM-000456",,"Mask",,,,"215","0",,,,,,,,,,,,,,,,,,"8H",,,,,,,,,,,,
"LV-0000193901","LVPWELL","LVPWELL","drawing","180BSL","Active","Common Design FEOL",,"PWell implant on Low voltage area.","Yes","DM-000013;DM-000456",,"Mask",,,,"204","0",,,,,45,-1,,,,,,,,,,,,"18",,,,,,,,,,,,
"LV-0000193903","MVPVT","MVPVT","drawing","180BSL","Active","Common Design FEOL",,"Vt implant at medium voltage P-region.","Yes","DM-000013;DM-000456",,"Mask",,,,"206","0",,,,,62,-1,,,,,,,,,,,,"2E",,,,,,,,,,,,
"LV-0000193872","PF1VA","PF1VA","drawing","180BSL","Active","Common Design FEOL",,"PF1VA layer.","Yes","DM-000013;DM-000456",,"Mask",,,,"149","0",,,,,90,-1,,,,,,,,,,,,"17",,,,,,,,,,,,
"LV-0000193848","Base","BASE","drawing","180BSL","Active","Common Design FEOL",,"NPN-Base poly. For NPN intrinsic base implant.","Yes","DM-000013;DM-000456",,"Mask",,,,"123","0",,,,,120,-1,,,,,,,,,,,,"49",,,,,,,,,,,,
"LV-0000193824","Resistor","RESISTOR","drawing","180BSL","Active","Marker Devices",,"High Sheet Rho Resistor Block.","Yes","DM-000013;DM-000456",,"Mask",,,,"62","0",,,,,14,-1,,,,,,,,,,,,"63",,,,,,,,,,,,
"LV-0000193815","NH","NH","drawing","180BSL","Active","Common Design FEOL",,"Hall Plate N Implant (50;28).","Yes","DM-000013;DM-000456",,"Mask",,,,"50","28",,,,,124,-1,,,,,,,,,,,,"AN",,,,,,,,,,,,
"LV-0000193819","MetalTop","METTOP","drawing","180BSL","Active","Common Design BEOL",,"Top Metal interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"53","0",,,,,193,-1,,,,,,,,,,,,"98",,,,,,,,,,,,
"LV-0000193829","FuseTop","FUSETOP","drawing","180BSL","Active","Marker Devices",,"Top plate of MiM capacitors.","Yes","DM-000013;DM-000456",,"Mask",,,,"75","0",,,,,16,-1,,,,,,,,,,,,"92",,,,,,,,,,,,
"LV-0000193830","DNI","NIL","NIL","180BSL","Active","Common Design FEOL",,"DNI layer.","No","DM-000456",,"Mask",,,,"78","0",,,,,,,,,,,,,,,,,,"3C",,,,,,,,,,,,
"LV-0000193846","PISCAP","PISCAP","drawing","180BSL","Active","Marker Devices",,"Poly Insulator Silicon Capacitor.","Yes","DM-000013;DM-000456",,"Mask",,,,"120","0",,,,,30,-1,,,,,,,,,,,,"7D",,,,,,,,,,,,
"LV-0000193831","Metal5","MET5","drawing","180BSL","Active","Common Design BEOL",,"Metal 5 interconnect.","Yes","DM-000013;DM-000456",,"Mask",,,,"81","0",,,,,191,-1,,,,,,,,,,,,"9E",,,,,,,,,,,,
"LV-0000193832","Via5","VIA5","drawing","180BSL","Active","Common Design BEOL",,"Metal 6 to metal 5 contact.","Yes","DM-000013;DM-000456",,"Mask",,,,"82","0",,,,,192,-1,,,,,,,,,,,,"9D",,,,,,,,,,,,
"LV-0000193914","TANRES","NIL","NIL","180BSL","Active","Marker Devices",,"50 sq/ohms metal resistor.","No","DM-000456",,"Mask",,,,"222","0",,,,,,,,,,,,,,,,,,"8J",,,,,,,,,,,,
"LV-0000194149","Metal5_Dummy","MET5","dummy","180BSL","Active","Fill",,"Metal 5 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"81","4",,,,,191,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194281","JFET","JFET","marking","180BSL","Active","Marker Enablement",,"Reserved and Design Utility levels.","Yes","DM-000013;DM-000456",,"Drawn",,,,"212","58",,,,,122,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194148","Metal5_Slot","MET5","slot","180BSL","Active","Design Utility",,"Metal5 slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"81","3",,,,,191,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194109","MetalTop_Dummy","METTOP","dummy","180BSL","Active","Fill",,"MetalTop Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"53","4",,,,,193,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194108","MetalTop_Slot","METTOP","slot","180BSL","Active","Design Utility",,"MetalTop slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"53","3",,,,,193,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194090","Metal4_Dummy","MET4","dummy","180BSL","Active","Fill",,"Metal 4 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"46","4",,,,,189,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194010","Poly2_Dummy","POLY2","dummy","180BSL","Active","Fill",,"Poly 2 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"30","4",,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194030","Metal1_Slot","MET1","slot","180BSL","Active","Design Utility",,"Metal1 slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"34","3",,,,,183,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193977","COMP_Dummy","COMP","dummy","180BSL","Active","Fill",,"COMP dummy fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"22","4",,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194032","Metal1_Dummy","MET1","dummy","180BSL","Active","Fill",,"Metal 1 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"34","4",,,,,183,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193946","PRES","PRES","marking","180BSL","Active","Marker Devices",,"Marking layer for polysilicon resistors.","Yes","DM-000013;DM-000456",,"Drawn",,,,"12","201",,,,,116,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194043","Metal2_Slot","MET2","slot","180BSL","Active","Design Utility",,"Metal2 slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"36","3",,,,,185,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194072","Metal3_Dummy","MET3","dummy","180BSL","Active","Fill",,"Metal 3 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"42","4",,,,,187,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194088","Metal4_Slot","MET4","slot","180BSL","Active","Design Utility",,"Metal4 slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"46","3",,,,,189,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194070","Metal3_Slot","MET3","slot","180BSL","Active","Design Utility",,"Metal3 slot.","Yes","DM-000013;DM-000456",,"Drawn",,,,"42","3",,,,,187,-3,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194045","Metal2_Dummy","MET2","dummy","180BSL","Active","Fill",,"Metal 2 Dummy Fill.","Yes","DM-000013;DM-000456",,"Drawn",,,,"36","4",,,,,185,1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194387","HALL_MK","HALL_MK","marking","180BSL","Active","Marker Devices",,"Marker for Hall Device (85;17).","Yes","DM-000456",,"Drawn",,,,"85","17",,,,,708,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194422","TANRES_MK","TANRES_MK","marking","180BSL","Active","Marker Devices",,"Marking layer for TaN Resistor.","Yes","DM-000456",,"Drawn",,,,"56","17",,,,,26,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194420","PROBE_MK","PROBE_MK","marking","180BSL","Active","Design Utility",,"Marking layer for probe pad.","Yes","DM-000456",,"Drawn",,,,"13","17",,,,,142,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194421","SramCore","SRAMCORE","marking","180BSL","Active","Design SRAM",,"SRAM Mark.","Yes","DM-000456",,"Drawn",,,,"108","5",,,,,108,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194423","V5_XTOR","V5_XTOR","marking","180BSL","Active","Design Utility",,"Define 5V Transistor Marking layer.","Yes","DM-000456",,"Drawn",,,,"112","1",,,,,174,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194425","CAP_MK","CAP_MK","marking","180BSL","Active","Marker Devices",,"Marking layer for CAP_MK.","Yes","DM-000456",,"Drawn",,,,"117","5",,,,,117,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194427","MDIODE","NIL","NIL","180BSL","Active","Design Utility",,"MDiode Mark.","No","DM-000456",,"Drawn",,,,"116","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194419","PMNDMY","PMNDMY","marking","180BSL","Active","Fill",,"Poly and Metal Dummy Exclude Mark.","Yes","DM-000456",,"Drawn",,,,"152","5",,,,,112,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194426","LVS_PSUB2","NIL","NIL","180BSL","Active","Design Utility",,"P-substrate2 LVS Mark.","No","DM-000456",,"Drawn",,,,"23","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194424","DIODE_MK","LVS_DIO","marking","180BSL","Active","Marker Devices",,"Marking layer for Diode Mark.","Yes","DM-000456",,"Drawn",,,,"115","5",,,,,115,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194417","OTP_MK","OTP_MK","marking","180BSL","Active","Marker Devices",,"To define OTP area with Marking layer.","Yes","DM-000456",,"Drawn",,,,"173","5",,,,,155,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194412","MOS_MK_TYPE4","MOS_MK_TYPE4","marking","180BSL","Active","Design Utility",,"Marking layer for HVMOS With Parasitic HV BJT.","Yes","DM-000456",,"Drawn",,,,"73","17",,,,,182,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194410","MOS_MK_TYPE2","MOS_MK_TYPE2","marking","180BSL","Active","Design Utility",,"Define improved leakage 5V PMOS device.","Yes","DM-000456",,"Drawn",,,,"53","17",,,,,179,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194411","MOS_MK_TYPE3","MOS_MK_TYPE3","marking","180BSL","Active","Design Utility",,"Define Asymmetric 5V MOSFET device.","Yes","DM-000456",,"Drawn",,,,"64","17",,,,,180,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194413","MOS_SOURCE_TYPE1","MOS_SOURCE_TYPE1","marking","180BSL","Active","Design Utility",,"Maker for MOSFET Source.","Yes","DM-000456",,"Drawn",,,,"154","51",,,,,411,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194414","MTPMARK","NIL","NIL","180BSL","Active","Marker Devices",,"Marking Layer for MTP.","Yes","DM-000456",,"Drawn",,,,"122","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194428","10V_MK","10V_MK","marking","180BSL","Active","Design Utility",,"Marking layer for 10V devices.","Yes","DM-000456",,"Drawn",,,,"29","17",,,,,144,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194415","NDMY","NDMY","marking","180BSL","Active","Fill",,"Dummy Active Exclude Mark.","Yes","DM-000456",,"Drawn",,,,"111","5",,,,,111,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194416","OPC_drc","OPC_drc","marking","180BSL","Active","OPC",,"Marking layer for OPC design rules check.","Yes","DM-000456",,"Drawn",,,,"124","5",,,,,139,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194418","PLFUSE","PLFUSE","marking","180BSL","Active","Design Utility",,"To seperate and identify PLFUSE area from the other poly pattern ( such as anode and cathode) within eFuse.","Yes","DM-000456",,"Drawn",,,,"125","5",,,,,70,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194429","12V_MK","12V_MK","marking","180BSL","Active","Design Utility",,"Marking layer for 12V devices.","Yes","DM-000456",,"Drawn",,,,"52","12",,,,,145,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194443","RES_MK_TYPE1","NIL","NIL","180BSL","Active","Marker Devices",,"Resistor marker for type1 devices (use in combination with other markers).","No","DM-000456",,"Drawn",,,,"26","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194441","MHV_WELL_MK","NIL","NIL","180BSL","Active","Design Utility",,"Voltage marking layer to check well isolation in MHV (>8V <30V) cases.","No","DM-000456",,"Drawn",,,,"58","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194442","MV_WELL_MK","NIL","NIL","180BSL","Active","Design Utility",,"Voltage marking layer to check well isolation in MV (5-8V) cases.","No","DM-000456",,"Drawn",,,,"57","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194444","WELL_DIODE_MK","NIL","NIL","180BSL","Active","Marker Devices",,"Diode marking layer (new marking layer to for NW/PWHV diode).","No","DM-000456",,"Drawn",,,,"153","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194445","YMTP_MK","NIL","NIL","180BSL","Active","Common Design FEOL",,"Marker for YMC MTP Cell Implant Region (86;17).","No","DM-000456",,"Drawn",,,,"86","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194448","EFUSE_MK","NIL","NIL","180BSL","Active","Marker Devices",,"Marking layer for eFuse.","Yes","DM-000456",,"Drawn",,,,"80","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194446","Border","NIL","NIL","180BSL","Active","Marker Enablement",,"Border.","No","DM-000456",,"Drawn",,,,"63","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194447","LVS_DRAIN","NIL","NIL","180BSL","Active","Design Utility",,"Drain LVS Mark.","No","DM-000456",,"Drawn",,,,"100","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194440","HV_WELL_MK","NIL","NIL","180BSL","Active","Design Utility",,"Voltage marking layer to check well isolation in HV (>=30V) cases.","No","DM-000456",,"Drawn",,,,"59","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194438","ESD_HBM_MK","NIL","NIL","180BSL","Active","Marker ESD",,"Placed over ESD Human Body Model (HBM) structures connected to a pad and used for checking.","No","DM-000456",,"Drawn",,,,"37","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194439","HV_BJT","NIL","NIL","180BSL","Active","Marker Devices",,"Marker for HV BJT.","No","DM-000456",,"Drawn",,,,"70","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194432","24V_MK","NIL","NIL","180BSL","Active","Design Utility",,"Marking layer for 24V devices.","Yes","DM-000456",,"Drawn",,,,"30","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194430","16V_MK","16V_MK","marking","180BSL","Active","Design Utility",,"Marking layer for 16V devices.","Yes","DM-000456",,"Drawn",,,,"52","16",,,,,146,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194431","20V_MK","NIL","NIL","180BSL","Active","Design Utility",,"Marking layer for 20V devices.","Yes","DM-000456",,"Drawn",,,,"52","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194433","30V_MK","30V_MK","marking","180BSL","Active","Design Utility",,"Marking layer for 30V devices.","Yes","DM-000456",,"Drawn",,,,"31","17",,,,,149,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194434","MOS_MK_TYPE5","MOS_MK_TYPE5","marking","180BSL","Active","Marker Devices",,"Define 7 terminal fully isolated 1.5V / 5V PMOS.","Yes","DM-000456",,"Drawn",,,,"83","17",,,,,807,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194437","ELMD_MK","NIL","NIL","180BSL","Active","Design Utility",,"Marking layer for Extended LDD MOS (ELxMOS) Drain.","No","DM-000456",,"Drawn",,,,"18","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194435","CAP_MK_TYPE1","NIL","NIL","180BSL","Active","Marker Devices",,"Marker for capacitor type 1.","No","DM-000456",,"Drawn",,,,"62","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194436","CAP_MK_TYPE2","NIL","NIL","180BSL","Active","Marker Devices",,"Marker for capacitor type 2 (75;17).","No","DM-000456",,"Drawn",,,,"75","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194409","MOS_MK_TYPE1","MOS_MK_TYPE1","marking","180BSL","Active","Design Utility",,"High Gain MOSFET.","Yes","DM-000456",,"Drawn",,,,"151","51",,,,,157,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194407","MOM_MK","MOM_MK","marking","180BSL","Active","Marker Devices",,"Marking Layer for MOM Capacitor.","Yes","DM-000456",,"Drawn",,,,"51","17",,,,,161,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194379","DEV_NF_MK","DEV_NF_MK","marking","180BSL","Active","Marker Devices",,"Marking layer for mulit fingers unit devices for DRC, LVS purposes.","Yes","DM-000456",,"Drawn",,,,"38","17",,,,,154,6,,,,,,,,,,,,,,,,,,,,,,,,
